name,services,location,phone,hours,promo,title,latitude,longitude,located_in,category_name,search_string,address,city,website,total_score,url,image_url,description,source_file,place_id,hours_summary
Agroferretería El Ganadero - Casa Matriz,Ferretería,Sensuntepeque,,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 4 PM; domingo: 7 AM a 12 PM; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM,,Agroferretería El Ganadero - Casa Matriz,13.8756973,-88.6267702,,Ferretería,Agroferretería,"V9GF+77H, C. Doroteo Vasconcelos, Sensuntepeque, El Salvador",Sensuntepeque,,1.8,https://www.google.com/maps/search/?api=1&query=Agroferreter%C3%ADa%20El%20Ganadero%20-%20Casa%20Matriz&query_place_id=ChIJt5Wh8Pq9ZI8Rl7MXkrIbrIw,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFiGaqNtyXoFt50oqFIK79_5k1fFFYpArSxXybPbio40lfGueRlXgAoS0L5u8ANQZSHuqJVhuR4rzhn_bGmSEx4mrEOScr6Qz4Y7i4O5--pdhpc89rA1YjkO9XpOErlssrLCiHB=w408-h725-k-no,,ApifyVeterinarias2026,ChIJt5Wh8Pq9ZI8Rl7MXkrIbrIw,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 4 PM; domingo: 7 AM a 12 PM; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM
Agro ferretería San Francisco,Tienda de herramientas,San Francisco Echeverría,,,,Agro ferretería San Francisco,13.8799699,-88.9456189,,Tienda de herramientas,Agroferretería,"V3H3+XQJ, San Francisco Echeverría, El Salvador",San Francisco Echeverría,,4,https://www.google.com/maps/search/?api=1&query=Agro%20ferreter%C3%ADa%20San%20Francisco&query_place_id=ChIJ2xUrnRRDY48RBM8M0qVcS50,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWlZg5AUoEySEkKJ4xc3yPy5eyGju7bKKcV_N45gdaMZT2Q4jkSiT-QJn6KLHo3ZGpr3ZbHkJ4pPPxUfPHIML2ZtBL0wA4j5xjWo-Lj1DQgniaM0miGLgkDENRYUZTXb_HHv8T=w426-h240-k-no,,ApifyVeterinarias2026,ChIJ2xUrnRRDY48RBM8M0qVcS50,
Agroferretería Los Toritos,Ferretería,San Luis Talpa,+503 7298-5709,jueves: 7 AM a 4 PM; viernes: 7 AM a 4 PM; sábado: 7 AM a 3 PM; domingo: 7 AM a 12 PM; lunes: 7 AM a 4 PM; martes: 7 AM a 4 PM; miércoles: 7 AM a 4 PM,,Agroferretería Los Toritos,13.4643116,-89.0886216,,Ferretería,Agroferretería,"Lotificación San Luis, Calle al Pimental 2 y3, San Luis Talpa, El Salvador",San Luis Talpa,http://www.grupolostoritos.com/,4.2,https://www.google.com/maps/search/?api=1&query=Agroferreter%C3%ADa%20Los%20Toritos&query_place_id=ChIJtWjjDwC1fI8R9GYpS_61_Jo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGJr_ZPVzJTtQMBLL7rOn-4TqLOF3T1YcRanduXjelhHtovPF2K6g7r72FCQz2QkEvcZL22Qzz32kV-DKLwkgu5fBKzcp6QT8RLPh5tonuC_VsEpJ789-YZvbXAGDUPBF9fpbmLRv6N62w=w408-h306-k-no,,ApifyVeterinarias2026,ChIJtWjjDwC1fI8R9GYpS_61_Jo,jueves: 7 AM a 4 PM; viernes: 7 AM a 4 PM; sábado: 7 AM a 3 PM; domingo: 7 AM a 12 PM; lunes: 7 AM a 4 PM; martes: 7 AM a 4 PM; miércoles: 7 AM a 4 PM
El Shaddai Agroferretería y veterinaria,Tienda de herramientas,Sensuntepeque,+503 7873-7675,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 5 PM; domingo: 7 AM a 12 PM; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM,,El Shaddai Agroferretería y veterinaria,13.8785701,-88.6274891,,Tienda de herramientas,Agroferretería,"Salida a Victoria, Sensuntepeque, El Salvador",Sensuntepeque,,5,https://www.google.com/maps/search/?api=1&query=El%20Shaddai%20Agroferreter%C3%ADa%20y%20veterinaria&query_place_id=ChIJ-R57eHW9ZI8RKfZ0XNTN6hg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAECZMpjxvQH0yNZL7em8vxMD3m-h-Pd8nx_nrBSGYyBV_lRflCJTZZkXMXLAEk0vTikbVCxMVAcgNgzHayUqfCAp7sko3WVDcG_KUtkauESdAl-mAAeqW1f6Cq2nwp4FBwLeOUa=w408-h544-k-no,,ApifyVeterinarias2026,ChIJ-R57eHW9ZI8RKfZ0XNTN6hg,jueves: 7 AM a 5 PM; viernes: 7 AM a 5 PM; sábado: 7 AM a 5 PM; domingo: 7 AM a 12 PM; lunes: 7 AM a 5 PM; martes: 7 AM a 5 PM; miércoles: 7 AM a 5 PM
Agroferretería Baires,Agroferretería,01701,,jueves: 6 AM a 5 PM; viernes: 6 AM a 5 PM; sábado: 6 AM a 5 PM; domingo: Cerrado; lunes: 6 AM a 5 PM; martes: 6 AM a 5 PM; miércoles: 6 AM a 5 PM,,Agroferretería Baires,13.6014554,-88.6350319,,,Agroferretería,"01701 1701, El Salvador",01701,,,https://www.google.com/maps/search/?api=1&query=Agroferreter%C3%ADa%20Baires&query_place_id=ChIJlTFX_W-tZI8RXfM-Hbt-M5s,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCe8Ec89SLip-4cdCt0TUDypItaLYiQJhXW4HJ-LnTDxZ9uMj4GGaFaNQdwXo76R8q5TWytb1yKUv-jTLJPdu4vPYLG_Lqxpt02vJTSsaDy_OGgCS1EDaw7LaiPmSbYtvyqKMlu0jycvPB=w408-h329-k-no,,ApifyVeterinarias2026,ChIJlTFX_W-tZI8RXfM-Hbt-M5s,jueves: 6 AM a 5 PM; viernes: 6 AM a 5 PM; sábado: 6 AM a 5 PM; domingo: Cerrado; lunes: 6 AM a 5 PM; martes: 6 AM a 5 PM; miércoles: 6 AM a 5 PM
JOYA AGROFERRETERÍA,Ferretería,Panchimalco,,jueves: 7:30 AM a 5 PM; viernes: 7:30 AM a 5 PM; sábado: 7:30 AM a 5 PM; domingo: 8 AM a 12 PM; lunes: 7:30 AM a 5 PM; martes: 7:30 AM a 5 PM; miércoles: 7:30 AM a 5 PM,,JOYA AGROFERRETERÍA,13.6094599,-89.1776003,,Ferretería,Agroferretería,"JR5C+QXJ, Calle a Cantón San Isidro, Barrio El Calvario, Panchimalco, El Salvador",Panchimalco,,5,https://www.google.com/maps/search/?api=1&query=JOYA%20AGROFERRETER%C3%8DA&query_place_id=ChIJA1dhI4AzY48Ri_LYzXreWF4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSRtvjf8MrD4sis-rSHwD9Gko8zPX48s4vrGZtI9IzwrftVW6xwfv-OwPQJMJ-AZ12pyeseTnxUVCV1bLoYbITLzdcwX_Kup3fdaStBOzTAty-AHWK00ApYlqzDnxgIWpKFNb1Nh3qZ2rY=w408-h306-k-no,,ApifyVeterinarias2026,ChIJA1dhI4AzY48Ri_LYzXreWF4,jueves: 7:30 AM a 5 PM; viernes: 7:30 AM a 5 PM; sábado: 7:30 AM a 5 PM; domingo: 8 AM a 12 PM; lunes: 7:30 AM a 5 PM; martes: 7:30 AM a 5 PM; miércoles: 7:30 AM a 5 PM
Agroferretería San Rafael San Cruz,Ferretería,Santa Cruz,,,,Agroferretería San Rafael San Cruz,13.479307,-89.205986,,Ferretería,Agroferretería,"FQHV+PJC 200mts despues de Puente de Melara, por tumulos, Carretera al Litoral, Santa Cruz, El Salvador",Santa Cruz,,4.5,https://www.google.com/maps/search/?api=1&query=Agroferreter%C3%ADa%20San%20Rafael%20San%20Cruz&query_place_id=ChIJLY2SYQDNfI8R5EpnEdYsorA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG50N4E7XdjE4iqpfpdwpbtv21AHdtzc9WCkSm8p2ge31OMs6U2b4uhjTg6CMv0g1B5TpC9ROLLPG6LF_0SDJWcMs8y8qS8gS6By_SflECw7h0afZCbVAvAvHOHsWbr4foXCFY=w408-h306-k-no,,ApifyVeterinarias2026,ChIJLY2SYQDNfI8R5EpnEdYsorA,
Agro-ferretería “La casa junto al río”,Ferretería,El Socorro,,jueves: 8 AM a 6 PM; viernes: 8 AM a 6 PM; sábado: 8 AM a 6 PM; domingo: 8 AM a 6 PM; lunes: 8 AM a 6 PM; martes: 8 AM a 6 PM; miércoles: 8 AM a 6 PM,,Agro-ferretería “La casa junto al río”,13.4693073,-88.8352932,,Ferretería,Agroferretería,"F597+PV, El Socorro, El Salvador",El Socorro,,5,https://www.google.com/maps/search/?api=1&query=Agro-ferreter%C3%ADa%20%E2%80%9CLa%20casa%20junto%20al%20r%C3%ADo%E2%80%9D&query_place_id=ChIJIRdgzderfI8RokklzHHSUDg,,,ApifyVeterinarias2026,ChIJIRdgzderfI8RokklzHHSUDg,jueves: 8 AM a 6 PM; viernes: 8 AM a 6 PM; sábado: 8 AM a 6 PM; domingo: 8 AM a 6 PM; lunes: 8 AM a 6 PM; martes: 8 AM a 6 PM; miércoles: 8 AM a 6 PM
"Agroferretería ""La Cosecha""",Agroferretería,Aguilares,+503 7900-1806,,,"Agroferretería ""La Cosecha""",13.9589535,-89.1852201,,,Agroferretería,"XR57+HWJ, Unnamed Road, Aguilares, El Salvador",Aguilares,,,https://www.google.com/maps/search/?api=1&query=Agroferreter%C3%ADa%20%22La%20Cosecha%22&query_place_id=ChIJu5xhOEYXY48R7sxspMHHwVI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEUEEpZYLKn6bXyFwhhd2bTTa8aCTUA0N87Mjq5RfFxR3muuc1OX-zYFJbuzsnUCnPCi2D9D33ZPq4mUg8mNkpFDeI_WBwui44vIanxkFQ1Q3fVbcOxxyUn9DuXwJimzCAwsJTCCQ=w426-h240-k-no,,ApifyVeterinarias2026,ChIJu5xhOEYXY48R7sxspMHHwVI,
Agro ferretería hermano peña,Ferretería,El Arco,,,,Agro ferretería hermano peña,13.5543188,-88.7794452,,Ferretería,Agroferretería,"H63C+P6F, El Arco, El Salvador",El Arco,,4.7,https://www.google.com/maps/search/?api=1&query=Agro%20ferreter%C3%ADa%20hermano%20pe%C3%B1a&query_place_id=ChIJR4lf2DCrZI8Ryca2fForgtc,,,ApifyVeterinarias2026,ChIJR4lf2DCrZI8Ryca2fForgtc,
Agroferretería Los Toritos,Tienda de herramientas,San Alfredo,+503 7289-1696,jueves: 7 AM a 4 PM; viernes: 7 AM a 4 PM; sábado: 7 AM a 1 PM; domingo: Cerrado; lunes: 7 AM a 4 PM; martes: 7 AM a 4 PM; miércoles: 7 AM a 4 PM,,Agroferretería Los Toritos,13.4735983,-89.1753808,,Tienda de herramientas,Agroferretería,"Cantón Cangrejera, CA-2 Km 44, San Alfredo, El Salvador",San Alfredo,https://grupolostoritos.com/,4,https://www.google.com/maps/search/?api=1&query=Agroferreter%C3%ADa%20Los%20Toritos&query_place_id=ChIJ0encDQDNfI8Rr1boLTxja5E,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF_4F8oqU819tiOxEGUHb2GeIAXEBi3HnQA0mN1DOtxaOIrwaAAkhKFTGpRD9jGRSJd2iCxRq8Zrx1hYcSWILSAzJn5WWUxLnaT0IK-DemZOSrWwudVMowdOzPI9N3SpbFo61gI7SqPQM0c=w408-h306-k-no,,ApifyVeterinarias2026,ChIJ0encDQDNfI8Rr1boLTxja5E,jueves: 7 AM a 4 PM; viernes: 7 AM a 4 PM; sábado: 7 AM a 1 PM; domingo: Cerrado; lunes: 7 AM a 4 PM; martes: 7 AM a 4 PM; miércoles: 7 AM a 4 PM
Agroferretería Los Toritos,Tienda de herramientas,Santo Tomás,+503 7244-0356,jueves: 7 AM a 4 PM; viernes: 7 AM a 4 PM; sábado: 7 AM a 3 PM; domingo: 7 AM a 12 PM; lunes: 7 AM a 4 PM; martes: 7 AM a 4 PM; miércoles: 7 AM a 4 PM,,Agroferretería Los Toritos,13.4776184,-89.1168324,,Tienda de herramientas,Agroferretería,"CA-2 Km 55 Hacienda, Santo Tomás, El Salvador",Santo Tomás,https://www.grupolostoritos.com/,5,https://www.google.com/maps/search/?api=1&query=Agroferreter%C3%ADa%20Los%20Toritos&query_place_id=ChIJG1aT68PLfI8RC7Txb5c8mFM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAELUC26j7ObrnRDrkBnwc-hIk0l4APv8HM5fVwKHZk7ikLYUR94EN6dVJkN2gme9e3lg-YIExu8N1bsR9OrX1pw-d6KfJ5_IJob92TN1PsmYU0a1qWGg2DWy52SS0uJmfRjWe4i1btWpeQ=w408-h306-k-no,,ApifyVeterinarias2026,ChIJG1aT68PLfI8RC7Txb5c8mFM,jueves: 7 AM a 4 PM; viernes: 7 AM a 4 PM; sábado: 7 AM a 3 PM; domingo: 7 AM a 12 PM; lunes: 7 AM a 4 PM; martes: 7 AM a 4 PM; miércoles: 7 AM a 4 PM
Pet Nation El Savador,Tienda de productos para mascotas,San Salvador,+503 6454-4669,jueves: 8 AM a 5 PM; viernes: 8 AM a 5 PM; sábado: 8 AM a 12 PM; domingo: Cerrado; lunes: 8 AM a 5 PM; martes: 8 AM a 5 PM; miércoles: 8 AM a 5 PM,,Pet Nation El Savador,13.7032548,-89.2484542,,Tienda de productos para mascotas,Pet Shop,"Centro comercial, Av. Masferrer Nte., San Salvador 1101, El Salvador",San Salvador,https://petnationsv.com/,5,https://www.google.com/maps/search/?api=1&query=Pet%20Nation%20El%20Savador&query_place_id=ChIJA8hdhOAvY48RDjggQRaVe7Y,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-VHp89L2HUnHfnalzTl_k6VVfDzY0zLRrOvh4bmZjKgirg2xUUtxYiK8DnpxutdFCWjFYWgv1BRXz4DRflVi3Jshdzr9L6qEhqTIuhcq2z8CgW0va_5xzTN6UKA91EmDlSODHs6jQzCUh=w408-h306-k-no,,ApifyVeterinarias2026,ChIJA8hdhOAvY48RDjggQRaVe7Y,jueves: 8 AM a 5 PM; viernes: 8 AM a 5 PM; sábado: 8 AM a 12 PM; domingo: Cerrado; lunes: 8 AM a 5 PM; martes: 8 AM a 5 PM; miércoles: 8 AM a 5 PM
Mundo Peludo,Tienda de animales,San Salvador,+503 2235-7973,jueves: 7 AM a 7 PM; viernes: 7 AM a 7 PM; sábado: 7 AM a 7 PM; domingo: 7 AM a 6 PM; lunes: 7 AM a 7 PM; martes: 7 AM a 7 PM; miércoles: 7 AM a 7 PM,,Mundo Peludo,13.7152207,-89.2062977,,Tienda de animales,Pet Shop,"San Salvador, El Salvador",San Salvador,,5,https://www.google.com/maps/search/?api=1&query=Mundo%20Peludo&query_place_id=ChIJD0F2p1cxY48RVK253f2eduA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHM60j6mS31q-TfHUI1mQ4oWyOdHlo1ImV0Hs_a0Dh9HZlBlEvKxifW2HhF7DioxHwJqUlbRKmzgCa5T1pGsZJboX90layWClEji_I5yKrNFRfj6pJ-4gQiH13U-kIQ6yfMpd0O=w408-h544-k-no,,ApifyVeterinarias2026,ChIJD0F2p1cxY48RVK253f2eduA,jueves: 7 AM a 7 PM; viernes: 7 AM a 7 PM; sábado: 7 AM a 7 PM; domingo: 7 AM a 6 PM; lunes: 7 AM a 7 PM; martes: 7 AM a 7 PM; miércoles: 7 AM a 7 PM
Tienda San Cayetano,Pajarería,Santa Tecla,,,,Tienda San Cayetano,13.6739113,-89.2868578,,Pajarería,Pet Shop,"MPF7+H76, 1 Avenida Sur, Santa Tecla, El Salvador",Santa Tecla,,5,https://www.google.com/maps/search/?api=1&query=Tienda%20San%20Cayetano&query_place_id=ChIJofNbTAAvY48RzeCuay8l0Hw,,,ApifyVeterinarias2026,ChIJofNbTAAvY48RzeCuay8l0Hw,
Acua-Fauna • Galerías,Tienda de productos para mascotas,San Salvador,+503 2298-5317,jueves: 10 AM a 7 PM; viernes: 10 AM a 7 PM; sábado: 10 AM a 7 PM; domingo: 10 AM a 6 PM; lunes: 10 AM a 7 PM; martes: 10 AM a 7 PM; miércoles: 10 AM a 7 PM,,Acua-Fauna • Galerías,13.70234,-89.230029,,Tienda de productos para mascotas,Pet Shop,"Centro Comercial Galerias, 2 nivel, local 213, Col, P.º Gral. Escalón, San Salvador, El Salvador",San Salvador,,2.8,https://www.google.com/maps/search/?api=1&query=Acua-Fauna%20%E2%80%A2%20Galer%C3%ADas&query_place_id=ChIJx-M86l0xY48RroDuLFMXFtA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHlE1R_lmOnfnhOMWmEsZwF7a8F10NhMI2sLMbxQusQoKGcXBVJwr36c1KHGF_dtNRxzn_FlMfjhwoJh5iSq4bdUv3lRA4DOSNuOzJUZ84Ecl5vjocKUJV7vQW12zaZ7lVo0GzH=w408-h363-k-no,,ApifyVeterinarias2026,ChIJx-M86l0xY48RroDuLFMXFtA,jueves: 10 AM a 7 PM; viernes: 10 AM a 7 PM; sábado: 10 AM a 7 PM; domingo: 10 AM a 6 PM; lunes: 10 AM a 7 PM; martes: 10 AM a 7 PM; miércoles: 10 AM a 7 PM
Pet store,Tienda de productos para mascotas,San Salvador,+503 7757-5151,jueves: 8:30 AM a 6 PM; viernes: 8:30 AM a 6 PM; sábado: 8:30 AM a 6 PM; domingo: Cerrado; lunes: 8:30 AM a 6 PM; martes: 8:30 AM a 6 PM; miércoles: 8:30 AM a 6 PM,,Pet store,13.7007991,-89.2234268,,Tienda de productos para mascotas,Pet Shop,"San Salvador, El Salvador",San Salvador,,,https://www.google.com/maps/search/?api=1&query=Pet%20store&query_place_id=ChIJaYM4zToxY48RZiRjOqwhfzE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_3DBqTf2kgQ7HyY69r8qL9loJCGwF5QAyqF-olXH6kh7VqOac42Y_OpwbwRJSMmaD9LdeGkgCF7N2VKkhCuHwdG0wrsJ6IsaY-PYPCs8h6a6LWMryf0WSx6DlCwgvG3gPjHQG=w408-h315-k-no,,ApifyVeterinarias2026,ChIJaYM4zToxY48RZiRjOqwhfzE,jueves: 8:30 AM a 6 PM; viernes: 8:30 AM a 6 PM; sábado: 8:30 AM a 6 PM; domingo: Cerrado; lunes: 8:30 AM a 6 PM; martes: 8:30 AM a 6 PM; miércoles: 8:30 AM a 6 PM
Chuchitos Fashion Pets Boutique,Tienda de ropa de vestir,"a una casa de distancia de Mia Voga, Calle Rio Amazonas P-13 Colonia, CP 1502, El Salvador",+503 6033-3158,jueves: 8 AM a 5 a.m.; viernes: 8 AM a 5 a.m.; sábado: 8 AM a 12:30 PM; domingo: Cerrado; lunes: 8 AM a 5 a.m.; martes: 8 AM a 5 a.m.; miércoles: 8 AM a 5 a.m.,,Chuchitos Fashion Pets Boutique,13.6753217,-89.2392948,,Tienda de ropa de vestir,Pet Shop,"a una casa de distancia de Mia Voga, Calle Rio Amazonas P-13 Colonia, CP 1502, El Salvador",,,5,https://www.google.com/maps/search/?api=1&query=Chuchitos%20Fashion%20Pets%20Boutique&query_place_id=ChIJQ4rwQOIxY48RMFDnvC_wgq4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHkNc0Iqh1L_VFwaumkmN18IxAB18niJSsR53rA_SCKHpi5YCdemHipG1EAa9-R8Jrq4rxOqBDgSd2yGISaboGqPFMkVzTs3oA_pSoFBpd98rAJeFXniux8NWWpE-S0G8e-slXL=w426-h240-k-no,,ApifyVeterinarias2026,ChIJQ4rwQOIxY48RMFDnvC_wgq4,jueves: 8 AM a 5 a.m.; viernes: 8 AM a 5 a.m.; sábado: 8 AM a 12:30 PM; domingo: Cerrado; lunes: 8 AM a 5 a.m.; martes: 8 AM a 5 a.m.; miércoles: 8 AM a 5 a.m.
Spoties Pet shop Santa Elena,Tienda de productos para mascotas,Santa Elena,+503 2368-0803,jueves: 9 AM a 7 PM; viernes: 9 AM a 7 PM; sábado: 9 AM a 6 PM; domingo: 9 AM a 6 PM; lunes: 9 AM a 7 PM; martes: 9 AM a 7 PM; miércoles: 9 AM a 7 PM,,Spoties Pet shop Santa Elena,13.6709417,-89.2555427,,Tienda de productos para mascotas,Pet Shop,"Plaza Santa Elena, Blvr. Sta. Elena, Santa Elena, El Salvador",Santa Elena,,4.3,https://www.google.com/maps/search/?api=1&query=Spoties%20Pet%20shop%20Santa%20Elena&query_place_id=ChIJOa0P-ncvY48RX_GtgRafguI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtlu9OTvpTm4uE0NYn90j0cn5ieKE-8M4MQRaFAbxG3W7Oe3tx4P6uew9ANrVfBGD0MRXHTV-LUlmamKiCS-2wh_nlVvXOhPSvx6dEfPYpjrmCMwR6A5JCrfJIRObkQzNsZj0=w408-h611-k-no,,ApifyVeterinarias2026,ChIJOa0P-ncvY48RX_GtgRafguI,jueves: 9 AM a 7 PM; viernes: 9 AM a 7 PM; sábado: 9 AM a 6 PM; domingo: 9 AM a 6 PM; lunes: 9 AM a 7 PM; martes: 9 AM a 7 PM; miércoles: 9 AM a 7 PM
La Tienda de Niko,Tienda de productos para mascotas,Santa Tecla,+503 7988-2986,jueves: 9 AM a 6 PM; viernes: 9 AM a 6 PM; sábado: 9 AM a 2 PM; domingo: Cerrado; lunes: 9 AM a 6 PM; martes: 9 AM a 6 PM; miércoles: 9 AM a 6 PM,,La Tienda de Niko,13.6668599,-89.2791832,,Tienda de productos para mascotas,Pet Shop,"15 Avenida Sur 18, Santa Tecla, El Salvador",Santa Tecla,,5,https://www.google.com/maps/search/?api=1&query=La%20Tienda%20de%20Niko&query_place_id=ChIJKeSH7TEvY48R3rLzhatBCw0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEJHaGeMbfZsxq8jhk2cHYhUo5AbYTgsQN1dYJAdgzj7XccwttpEIVYKTS-lYfA1MiAFjjH_jMuqsB27il38o5nAycp7laTr4LQMkdvygzXMfHBZ_t-ZgVebXHtj7G1zI-UkvwJhvx6mSRU=w408-h518-k-no,,ApifyVeterinarias2026,ChIJKeSH7TEvY48R3rLzhatBCw0,jueves: 9 AM a 6 PM; viernes: 9 AM a 6 PM; sábado: 9 AM a 2 PM; domingo: Cerrado; lunes: 9 AM a 6 PM; martes: 9 AM a 6 PM; miércoles: 9 AM a 6 PM
OHMYDOG,Tienda de productos para mascotas,"Blvd Walter T. Deininger Vivero Café El Arco Local 4, El Salvador",+503 7015-2761,jueves: 10 AM a 4 PM; viernes: 10 AM a 4 PM; sábado: Cerrado; domingo: Cerrado; lunes: 10 AM a 4 PM; martes: 10 AM a 4 PM; miércoles: 10 AM a 4 PM,,OHMYDOG,13.676084,-89.2459359,,Tienda de productos para mascotas,Pet Shop,"Blvd Walter T. Deininger Vivero Café El Arco Local 4, El Salvador",,http://www.ohmydogsv.com/,5,https://www.google.com/maps/search/?api=1&query=OHMYDOG&query_place_id=ChIJLV8DFDIxY48R0SodrqUcodc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGZ8qKrhKmUXFlRw9jKwK59Jl_f0h_GSol-liCiRq1DReHRGcPkDKcwyHqd4VYBAju0QgmZe9PhInMNhUEo_OPTwB3mVUtPnnsCZzNkE3EHUcFdDxOrrlJabV6LXkVmJhYPC5UPiw=w408-h272-k-no,,ApifyVeterinarias2026,ChIJLV8DFDIxY48R0SodrqUcodc,jueves: 10 AM a 4 PM; viernes: 10 AM a 4 PM; sábado: Cerrado; domingo: Cerrado; lunes: 10 AM a 4 PM; martes: 10 AM a 4 PM; miércoles: 10 AM a 4 PM
Acuario Zaragoza Urquilla,Tienda de acuarios,Zaragoza,+503 7012-0931,jueves: 9 AM a 4 PM; viernes: 9 AM a 4 PM; sábado: Cerrado; domingo: Cerrado; lunes: 9 AM a 4 PM; martes: 9 AM a 4 PM; miércoles: 9 AM a 4 PM,,Acuario Zaragoza Urquilla,13.5891761,-89.2898593,,Tienda de acuarios,Pet Shop,"Final1er call. Pte, 4° AV. Norte Final, Zaragoza, El Salvador",Zaragoza,,4.2,https://www.google.com/maps/search/?api=1&query=Acuario%20Zaragoza%20Urquilla&query_place_id=ChIJvRRTB1YsY48REagU3pNptos,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWpLf32wlZ-hCZ0PjlhJELY7gXoznztyVi8Nbv_3jcboyMaOq2xCFrJ8IAbgit45SpkEnHRAm1x6zZu74BrSCFjYfZy7gMMHY4AQc6vwPI6wp-rd9asJH39Hj61Unw93VVdaTThA=w533-h240-k-no,,ApifyVeterinarias2026,ChIJvRRTB1YsY48REagU3pNptos,jueves: 9 AM a 4 PM; viernes: 9 AM a 4 PM; sábado: Cerrado; domingo: Cerrado; lunes: 9 AM a 4 PM; martes: 9 AM a 4 PM; miércoles: 9 AM a 4 PM
Miguitas Pet Treats El Salvador,Tienda de productos para mascotas,"Plaza Astoria, Calle Las Rosas local 8, El Salvador",+503 2243-4190,jueves: 11 AM a 6 PM; viernes: 11 AM a 6 PM; sábado: 10 AM a 4 PM; domingo: Cerrado; lunes: Cerrado; martes: 11 AM a 6 PM; miércoles: 11 AM a 6 PM,,Miguitas Pet Treats El Salvador,13.6778726,-89.2442695,,Tienda de productos para mascotas,Pet Shop,"Plaza Astoria, Calle Las Rosas local 8, El Salvador",,http://www.miguitassv.com/,4.9,https://www.google.com/maps/search/?api=1&query=Miguitas%20Pet%20Treats%20El%20Salvador&query_place_id=ChIJ5QDC2XIxY48R5CSWoMxlris,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHiT6-6pftg6e7ALnflnClXGz3s9hQxElHzfkVrA6EihXY-0U54ctXa-DPj3dJbHuv3C6g_KkV_VFNJXWrlzk7vN8gWcV0KuSGIJ8dL054yRjfXjFg6TozKvlRtVcD6KYtllumS=w408-h544-k-no,,ApifyVeterinarias2026,ChIJ5QDC2XIxY48R5CSWoMxlris,jueves: 11 AM a 6 PM; viernes: 11 AM a 6 PM; sábado: 10 AM a 4 PM; domingo: Cerrado; lunes: Cerrado; martes: 11 AM a 6 PM; miércoles: 11 AM a 6 PM
Acuario Happy Fish Merliot,Tienda de acuarios,Cd Merliot,,jueves: 9:30 AM a 7 PM; viernes: 9:30 AM a 7 PM; sábado: 9:30 AM a 6 PM; domingo: 9:30 AM a 1 PM; lunes: 9:30 AM a 7 PM; martes: 9:30 AM a 7 PM; miércoles: 9:30 AM a 7 PM,,Acuario Happy Fish Merliot,13.6783695,-89.2603008,,Tienda de acuarios,Pet Shop,"Calle El Pedregal 143 Santa Tecla, Cd Merliot, El Salvador",Cd Merliot,,4.7,https://www.google.com/maps/search/?api=1&query=Acuario%20Happy%20Fish%20Merliot&query_place_id=ChIJP8I9nDMuY48RLs1fmW-Z2RY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHMOPh-j0syfGB3W9PLbn4yxAP2TtpR0kY6uOXFhGl72mPTFG7lCYM2X_n7CIVfdfr8ekbVTcZhTCN6S7f89oeXsHgHkhkiTgM_Pay4w8EvlAEFU3JyBsq5ACp1bHS2jZD3qiY=w408-h306-k-no,,ApifyVeterinarias2026,ChIJP8I9nDMuY48RLs1fmW-Z2RY,jueves: 9:30 AM a 7 PM; viernes: 9:30 AM a 7 PM; sábado: 9:30 AM a 6 PM; domingo: 9:30 AM a 1 PM; lunes: 9:30 AM a 7 PM; martes: 9:30 AM a 7 PM; miércoles: 9:30 AM a 7 PM
